INCIDENT_DATE,INCIDENT_TIME,UOF_NUMBER,OFFICER_ID,OFFICER_GENDER,OFFICER_RACE,OFFICER_HIRE_DATE,OFFICER_YEARS_ON_FORCE,OFFICER_INJURY,OFFICER_INJURY_TYPE,OFFICER_HOSPITALIZATION,SUBJECT_ID,SUBJECT_RACE,SUBJECT_GENDER,SUBJECT_INJURY,SUBJECT_INJURY_TYPE,SUBJECT_WAS_ARRESTED,SUBJECT_DESCRIPTION,SUBJECT_OFFENSE,REPORTING_AREA,BEAT,SECTOR,DIVISION,LOCATION_DISTRICT,STREET_NUMBER,STREET_NAME,STREET_DIRECTION,STREET_TYPE,LOCATION_FULL_STREET_ADDRESS_OR_INTERSECTION,LOCATION_CITY,LOCATION_STATE,LOCATION_LATITUDE,LOCATION_LONGITUDE,INCIDENT_REASON,REASON_FOR_FORCE,TYPE_OF_FORCE_USED1,TYPE_OF_FORCE_USED2,TYPE_OF_FORCE_USED3,TYPE_OF_FORCE_USED4,TYPE_OF_FORCE_USED5,TYPE_OF_FORCE_USED6,TYPE_OF_FORCE_USED7,TYPE_OF_FORCE_USED8,TYPE_OF_FORCE_USED9,TYPE_OF_FORCE_USED10,NUMBER_EC_CYCLES,FORCE_EFFECTIVE
2/6/16,6:20:00 PM," 32050, 32051, 32052",9945,Male,Asian,8/19/09,6,No,No injuries noted or visible,No,43532,Black,Male,No,No injuries noted or visible,Yes,Unknown,"Warrant/Hold, Drug Possession - Misdemeanor",4310,732,730,SOUTH CENTRAL,D4,4950,WADSWORTH,NULL,Dr.,4950 WADSWORTH DR,Dallas,TX,32.698796,-96.760506,Other ( In Narrative),Other,Verbal Command,BD - Grabbed,BD - Pushed,,,,,,,,NULL," No, Yes, Yes"
2/9/16,12:50:00 PM,32156,4394,Male,White,3/10/80,36,No,No injuries noted or visible,No,27064,White,Male,No,No injuries noted or visible,No,Mentally unstable,No Arrest,4403,614,610,NORTH CENTRAL,D12,4727,FRANKFORD,NULL,Rd.,4727 FRANKFORD RD,Dallas,TX,32.998478,-96.825894,Other ( In Narrative),Active Aggression,BD - Pushed,,,,,,,,,,NULL, Yes
2/14/16,12:58:00 AM," 32249, 32250",8709,Male,Black,9/7/05,10,Yes,No injuries noted or visible,No,0,Hispanic,Male,Yes,OC Spray Treatment,Yes,Alchohol,Assault/FV,2061,133,130,CENTRAL,D14,1015,elm,NULL,St.,1015 ELM ST,Dallas,TX,32.780525,-96.803602,Off-Duty Incident,Active Aggression,OC Spray,Hand/Arm/Elbow Strike,,,,,,,,,NULL," Yes, Yes"
1/24/16,2:10:00 AM,31765,6652,Male,White,2/11/91,25,No,No injuries noted or visible,No,43341,Hispanic,Male,Yes,Puncture,Yes,Mentally unstable,APOWW,1024,641,640,NORTH CENTRAL,D13,5819,Harvest Hill,NULL,Rd.,5819 HARVEST HILL RD,Dallas,TX,32.922484,-96.807265,Arrest,Danger to self or others,Taser,,,,,,,,,,1, Yes
2/16/16,9:00:00 PM," 32335, 32338, 32340, 33654",10710,Male,White,11/6/13,2,No,No injuries noted or visible,No,20576,Black,Male,No,OC Spray Treatment,Yes,Unknown Drugs,"Crim Trespass/Bldg/Prop, Resisting Arrest",9102,136,130,CENTRAL,D2,300,REUNION,W,Blvd.,300 REUNION BLVD E,Dallas,TX,32.774405,-96.808561,Arrest,Arrest,Verbal Command,Hand Controlled Escort,Held Suspect Down,Hand Controlled Escort,,,,,,,NULL," No, Yes, Yes, Yes"
2/16/16,6:30:00 PM," 32346, 32347",10641,Male,White,9/25/13,2,No,No injuries noted or visible,No,3832,NULL,NULL,Yes,Bruise,Yes,Mentally unstable,"Other Felony Arrest, Other Misdemeanor Arrest, Assault",4423,612,610,NORTH CENTRAL,D12,3915,STOCKTON,NULL,Ln.,3915 STOCKTON LN,Dallas,TX,32.999445,-96.846359,Arrest,Arrest,Verbal Command,Held Suspect Down,,,,,,,,,NULL," No, Yes"
1/17/16,5:10:00 AM,31589,9082,Male,Black,3/21/07,9,No,No injuries noted or visible,No,43231,Hispanic,Male,No,No injuries noted or visible,Yes,Alchohol and unknown drugs,APOWW,6000,622,620,NORTH CENTRAL,D12,17850,SUNMEADOW,NULL,Dr.,17850 SUNMEADOW DR,Dallas,TX,32.997592,-96.801425,Service Call,Arrest,Handcuffing Take Down,,,,,,,,,,NULL, Yes
1/19/16,1:30:00 PM,31637,9638,Male,White,10/15/08,7,No,No injuries noted or visible,No,0,Hispanic,Male,No,No injuries noted or visible,No,FD-Unknown if Armed,No Arrest,4054,425,420,SOUTHWEST,D6,5600,BERNAL,NULL,Dr.,5600 BERNAL DR,Dallas,TX,32.775593,-96.911519,Service Call,Detention/Frisk,Weapon display at Person,,,,,,,,,,NULL, Yes
1/5/16,9:30:00 AM," 31276, 31277, 31278",10667,Male,White,9/25/13,2,No,No injuries noted or visible,No,37379,Black,Male,No,No injuries noted or visible,No,FD-Unknown if Armed,No Arrest,4347,743,740,SOUTH CENTRAL,D4,200,SHORT,NULL,Blvd.,200 SHORT BLVD,Dallas,TX,32.685839,-96.824371,Arrest,Arrest,Taser,Weapon display at Person,Verbal Command,,,,,,,,1," No, No, No"
1/14/16,5:25:00 PM,31532,10659,Male,Black,9/25/13,2,No,No injuries noted or visible,No,43192,Hispanic,Male,No,No injuries noted or visible,Yes,Alchohol,Public Intoxication,2086,135,130,CENTRAL,D2,650,LAMAR,S,St.,650 S LAMAR ST,Dallas,TX,32.774955,-96.802915,Arrest,Arrest,Verbal Command,,,,,,,,,,NULL, No
2/17/16,5:00:00 PM,32384,7667,Male,White,7/10/98,18,Yes,Abrasion/Scrape,No,43729,White,Male,Yes,Abrasion/Scrape,Yes,Alchohol,Public Intoxication,2037,122,120,CENTRAL,D14,3136,Routh,NULL,St.,3136 ROUTH ST,Dallas,TX,32.801042,-96.807114,Arrest,Active Aggression,Take Down - Arm,,,,,,,,,,NULL, Yes
1/16/16,2:30:00 AM,31578,10182,Male,White,6/9/10,6,Yes,PAIN IN JAW AREA,No,43227,Hispanic,Female,No,No injuries noted or visible,Yes,None detected,Assault/Public Servant,1100,233,230,NORTHEAST,D9,11419,RUPLEY,NULL,Ln.,11419 RUPLEY LN,Dallas,TX,32.854884,-96.682333,Service Call,Detention/Frisk,Take Down - Arm,,,,,,,,,,NULL, Yes
1/23/16,2:25:00 AM," 31723, 31724",10873,Male,White,8/13/14,1,No,No injuries noted or visible,No,43329,Hispanic,Male,Yes,"Bloody Nose, Fracture",Yes,Alchohol,"Public Intoxication, Resisting Arrest",4553,537,530,NORTHWEST,D2,3027,W NORTHWEST HWY,NULL,Hwy.,3027 W NORTHWEST HWY,Dallas,TX,32.8555,-96.870347,Call for Cover,Arrest,Joint Locks,Weapon display at Person,,,,,,,,,NULL," Yes, No"
1/2/16,3:30:00 AM," 31195, 31196, 31197",10216,Male,White,8/18/10,5,Yes,No injuries noted or visible,Yes,26631,Black,Male,Yes,Non-Visible Injury/Pain,Yes,Unknown Drugs,Assault/Public Servant,4251,728,720,SOUTH CENTRAL,D4,3823,Bonnie View,NULL,NULL,3823 BONNIE VIEW RD,Dallas,TX,32.712126,-96.774727,Arrest,Arrest,Other Impact Weapon,Pressure Points,Held Suspect Down,,,,,,,,NULL," Yes, Yes, Yes"
1/29/16,1:41:00 PM," 31879, 31880, 31881",9749,Male,Other,2/4/09,7,Yes,Abrasion/Scrape,No,43300,Black,Male,Yes,Abrasion/Scrape,Yes,Alchohol,Public Intoxication,2061,133,130,CENTRAL,D14,300,GRIFFIN,N,St.,300 N GRIFFIN ST,Dallas,TX,32.781771,-96.80335,Pedestrian Stop,Arrest,Verbal Command,Hand Controlled Escort,Handcuffing Take Down,,,,,,,,NULL," No, Yes, Yes"
2/14/16,8:30:00 PM," 32266, 32267, 32631",10969,Male,White,1/28/15,1,No,No injuries noted or visible,No,43676,Black,Female,Yes,Hospital Drug Evaluation,Yes,Mentally unstable,APOWW,2211,338,330,SOUTHEAST,D5,126,Buttercup,NULL,Ln.,126 BUTTERCUP LN,Dallas,TX,32.7135,-96.661932,Service Call,Danger to self or others,Taser,Weapon display at Person,Verbal Command,,,,,,,,1," Limited, Yes, No"
1/24/16,3:00:00 AM," 31772, 31773",10754,Female,White,1/29/14,2,No,No injuries noted or visible,No,43343,Hispanic,Male,No,No injuries noted or visible,Yes,Alchohol and unknown drugs,"Assault/FV, Drug Possession - Felony",1041,243,240,NORTHEAST,D10,10010,Whitehurst,NULL,Dr.,10010 WHITEHURST DR,Dallas,TX,32.899628,-96.721516,Arrest,Weapon Display,Verbal Command,Weapon display at Person,,,,,,,,,NULL," No, Yes"
2/14/16,8:30:00 PM," 32272, 32273, 32274",10731,Male,White,1/29/14,2,No,No injuries noted or visible,No,43676,Black,Female,Yes,"Hospital Drug Evaluation, MULTIPLE TASER DEPLOYMENTS, PEPERBAL DEPLOYMENT",Yes,Mentally unstable,APOWW,2211,338,330,SOUTHEAST,D5,126,BUTTERCUP,NULL,Ln.,126 BUTTERCUP LN,Dallas,TX,32.7135,-96.661932,Arrest,Danger to self or others,Joint Locks,Take Down - Group,Handcuffing Take Down,,,,,,,,NULL," Yes, Yes, Yes"
1/17/16,12:00:00 PM," 31605, 31606, 31607",6700,Male,Black,7/29/91,24,No,No injuries noted or visible,No,43242,Hispanic,Male,No,No injuries noted or visible,Yes,Mentally unstable,APOWW,4076,431,430,SOUTHWEST,D6,1217,TILLERY,N,St.,1217 N TILLERY AVE,Dallas,TX,32.756657,-96.914065,Service Call,Danger to self or others,Joint Locks,Take Down - Arm,Held Suspect Down,,,,,,,,NULL," Yes, Yes, Yes"
1/14/16,4:00:00 PM," 31539, 31540, 31541",10112,Male,Hispanic,1/20/10,6,No,No injuries noted or visible,No,43197,Hispanic,Male,No,No injuries noted or visible,No,NULL,No Arrest,4187,447,440,SOUTHWEST,D1,2300,RAVINIA,S,Dr.,2300 S RAVINIA DR,Dallas,TX,32.722587,-96.868871,Call for Cover,Detention/Frisk,Verbal Command,Take Down - Arm,Handcuffing Take Down,,,,,,,,NULL," No, Yes, Yes"
2/13/16,12:51:00 AM," 35452, 35453, 35454, 35455",7614,Male,Black,4/1/98,18,No,No injuries noted or visible,No,43643,White,Female,Yes,No injuries noted or visible,Yes,Alchohol and unknown drugs,Public Intoxication,2014,121,120,CENTRAL,D14,2808,MCKINNEY,NULL,Ave.,2808 MCKINNEY AVE,Dallas,TX,32.798857,-96.801065,Arrest,Arrest,Verbal Command,BD - Grabbed,Joint Locks,Leg Restraint System,,,,,,,NULL," No, No, No, No"
1/15/16,12:15:00 AM," 38541, 38542",9709,Male,Hispanic,1/7/09,7,No,No injuries noted or visible,No,43209,Black,Male,No,No injuries noted or visible,Yes,Unknown,"Evading Arrest, Warrant/Hold",3106,544,540,NORTHWEST,D14,4700,BOWSER,NULL,Ave.,4625 BOWSER AVE,Dallas,TX,32.820895,-96.814175,Arrest,Arrest,Verbal Command,Held Suspect Down,,,,,,,,,NULL," No, Yes"
1/9/16,1:00:00 PM,31995,8173,Male,Black,1/25/02,14,Yes,Sprain/Strain,No,43125,Black,Male,Yes,BACK,Yes,NULL,"Theft, Evading Arrest",4347,743,740,SOUTH CENTRAL,D4,200,SHORT,NULL,Blvd.,200 SHORT BLVD,Dallas,TX,32.685839,-96.824371,Off-Duty Employment,Arrest,Taser Display at Person,,,,,,,,,,NULL, Yes
2/16/16,9:00:00 PM," 32336, 32337, 32339, 32341",10697,Male,Hispanic,11/6/13,2,No,No injuries noted or visible,No,20576,Black,Male,Yes,OC Spray Treatment,Yes,Unknown Drugs,"Crim Trespass/Bldg/Prop, Resisting Arrest",9102,136,130,CENTRAL,D2,300,REUNION,W,Blvd.,300 REUNION BLVD E,Dallas,TX,32.774405,-96.808561,Arrest,Arrest,Verbal Command,Hand Controlled Escort,OC Spray,Held Suspect Down,,,,,,,NULL," No, Yes, Yes, No"
1/24/16,5:30:00 AM," 31793, 31794, 31795",10738,Male,White,1/29/14,2,No,No injuries noted or visible,No,43342,Hispanic,Male,No,Laceration/Cut,Yes,Alchohol and unknown drugs,APOWW,8822,651,650,NORTH CENTRAL,D11,7808,CLODUS FIELD,NULL,Dr.,7808 CLODUS FIELDS DR,Dallas,TX,32.913541,-96.772259,Arrest,Danger to self or others,Verbal Command,Joint Locks,Held Suspect Down,,,,,,,,NULL," No, Yes, Yes"
2/5/16,5:45:00 AM," 32085, 32086",7425,Female,Black,7/24/96,20,No,No injuries noted or visible,No,43495,Black,Female,No,No injuries noted or visible,Yes,Mentally unstable,APOWW,1216,317,310,SOUTHEAST,D7,7532,Hunnicut,NULL,Rd.,7532 HUNNICUT RD,Dallas,TX,32.791697,-96.712349,Arrest,Active Aggression,BD - Grabbed,Held Suspect Down,,,,,,,,,NULL," Yes, Yes"
2/9/16,9:00:00 PM," 32162, 32632",9368,Male,Hispanic,6/18/14,2,No,No injuries noted or visible,No,43619,Hispanic,Male,No,No injuries noted or visible,Yes,Unknown Drugs,Assault/FV,3058,537,530,NORTHWEST,D6,9505,BROCKBANK,NULL,Dr.,9505 BROCKBANK DR,Dallas,TX,32.86471,-96.874275,Arrest,Arrest,Take Down - Arm,Weapon display at Person,,,,,,,,,NULL," Yes, No"
2/8/16,3:00:00 AM," 32095, 32096, 32097",10702,Female,White,11/6/13,2,No,No injuries noted or visible,No,43548,Black,Male,Yes,Abrasion/Scrape,Yes,Unknown Drugs,APOWW,1217,318,310,SOUTHEAST,D7,4605,ST. FRANCIS,NULL,Ave.,4605 SAINT FRANCIS AVE,Dallas,TX,32.784009,-96.689596,Service Call,Arrest,BD - Pushed,BD - Grabbed,Verbal Command,,,,,,,,NULL," Yes, No, No"
2/9/16,7:30:00 PM," 32139, 32140, 32141, 32142",10464,Male,Black,9/26/12,3,No,No injuries noted or visible,No,43594,Black,Female,No,No injuries noted or visible,Yes,Unknown Drugs,"DWI, Resisting Arrest, Warrant/Hold, Assault",4173,715,710,SOUTH CENTRAL,D4,1900,MORRELL,NULL,Ave.,1900 MORRELL AVE,Dallas,TX,32.740085,-96.795147,Service Call,Arrest,Verbal Command,Taser Display at Person,Take Down - Arm,BD - Tripped,,,,,,,NULL," No, No, Yes, Yes"
1/1/16,1:00:00 AM," 31140, 31141",10353,Male,White,5/9/12,4,No,No injuries noted or visible,No,42978,White,Female,Yes,"Abrasion/Scrape, Laceration/Cut, MISSING TOOTH",Yes,Alchohol and unknown drugs,Public Intoxication,1181,146,140,CENTRAL,D2,2323,Henderson,N,Ave.,2323 N HENDERSON AVE,Dallas,TX,32.81444,-96.778057,Service Call,Arrest,Verbal Command,Hand Controlled Escort,,,,,,,,,NULL," No, No"
2/17/16,10:30:00 PM," 32372, 32373, 32374",10209,Male,Hispanic,6/9/10,6,Yes,Sprain/Strain,No,43725,Hispanic,Female,No,No injuries noted or visible,Yes,Mentally unstable,APOWW,1084,216,210,NORTHEAST,D13,8450,Park,NULL,Ln.,8450 PARK LN,Dallas,TX,32.87101,-96.759037,Arrest,Danger to self or others,Verbal Command,Held Suspect Down,Handcuffing Take Down,,,,,,,,NULL," No, Yes, Yes"
1/28/16,10:15:00 PM," 31868, 31869, 31870, 31871",8996,Female,White,11/15/06,9,Yes,"Bruise, Laceration/Cut, Redness/Swelling",No,24414,Black,Female,Yes,Abrasion/Scrape,Yes,Alchohol and unknown drugs,Assault/Public Servant,1216,317,310,SOUTHEAST,D7,4611,samuel,NULL,Blvd.,4611 SAMUELL BLVD,Dallas,TX,32.79344,-96.716278,Arrest,Active Aggression,Feet/Leg/Knee Strike,Hand/Arm/Elbow Strike,Held Suspect Down,Take Down - Body,,,,,,,NULL," No, No, No, Yes"
1/25/16,4:32:00 PM,31903,8681,Male,White,8/5/05,10,No,No injuries noted or visible,No,43417,Hispanic,Male,No,No injuries noted or visible,Yes,Alchohol,"Public Intoxication, Warrant/Hold",1014,635,630,NORTH CENTRAL,D11,6800,Spring Valley,NULL,NULL,6800 SPRING VALLEY RD,Dallas,TX,32.939904,-96.790299,Service Call,Arrest,Joint Locks,,,,,,,,,,NULL, Yes
1/8/16,7:02:00 PM," 31326, 31327, 31328, 31329, 31330",10351,Male,White,5/9/12,4,No,No injuries noted or visible,No,43083,White,Male,No,No injuries noted or visible,Yes,Unknown Drugs,"Assault, Evading Arrest, Drug Possession - Felony",2061,133,130,CENTRAL,D14,1400,Pacific,NULL,Ave.,1400 PACIFIC AVE,Dallas,TX,32.782059,-96.799965,Service Call,Arrest,BD - Pushed,Held Suspect Down,Verbal Command,Hand/Arm/Elbow Strike,Verbal Command,,,,,,NULL," Yes, Yes, No, Yes, Yes"
1/19/16,5:00:00 AM," 31629, 31630",7950,Male,White,9/22/00,15,No,No injuries noted or visible,No,43254,Black,Male,No,No injuries noted or visible,Yes,Unknown Drugs,Warrant/Hold,3101,541,540,NORTHWEST,D2,5200,HARRY HINES,NULL,Blvd.,5200 HARRY HINES BLVD,Dallas,TX,32.811768,-96.836942,Arrest,Danger to self or others,Joint Locks,BD - Grabbed,,,,,,,,,NULL," Yes, No"
1/8/16,10:46:00 PM,31334,10820,Female,Black,5/7/14,2,No,No injuries noted or visible,No,43089,Black,Male,No,No injuries noted or visible,Yes,FD-Unknown if Armed,"Burglary of a Vehicle, Evading Arrest",2060,131,130,CENTRAL,D14,800,ROSS,NULL,Ave.,800 ROSS AVE,Dallas,TX,32.781694,-96.805554,Arrest,Danger to self or others,Weapon display at Person,,,,,,,,,,NULL, Yes
1/20/16,11:48:00 AM,31643,6607,Male,Black,4/17/91,25,No,No injuries noted or visible,No,0,Black,Male,No,No injuries noted or visible,Yes,None detected,No Arrest,4305,734,730,SOUTH CENTRAL,D3,2100,52nd,W,St.,2100 52ND ST,Dallas,TX,32.68969,-96.791106,Traffic Stop,Weapon Display,Weapon display at Person,,,,,,,,,,NULL, Yes
2/14/16,12:58:00 AM," 32243, 32245",10807,Male,White,5/7/14,2,No,No injuries noted or visible,No,43663,Hispanic,Male,No,"Injured prior to contact, OC Spray Treatment",Yes,Alchohol,"Criminal Mischief, Assault/FV",2061,133,130,CENTRAL,D14,1015,ELM,NULL,St.,1015 ELM ST,Dallas,TX,32.780525,-96.803602,Call for Cover,Arrest,Held Suspect Down,Handcuffing Take Down,,,,,,,,,NULL," Yes, Yes"
1/28/16,2:30:00 PM,31858,10037,Male,White,11/11/09,6,No,No injuries noted or visible,No,43396,Black,Male,No,No injuries noted or visible,Yes,Unknown,"Warrant/Hold, Drug Possession - Misdemeanor, Resisting Arrest",2075,134,130,CENTRAL,D14,2100,Commerce,NULL,St.,2100 COMMERCE ST,Dallas,TX,32.781419,-96.792,Service Call,Arrest,Held Suspect Down,,,,,,,,,,NULL, Yes
2/5/16,5:45:00 AM,32013,10869,Female,White,8/13/14,1,No,No injuries noted or visible,No,43495,Black,Female,No,No injuries noted or visible,Yes,Mentally unstable,APOWW,1216,317,310,SOUTHEAST,D7,7532,HUNNICUT,NULL,Rd.,7532 HUNNICUT RD,Dallas,TX,32.791697,-96.712349,Service Call,Danger to self or others,Take Down - Arm,,,,,,,,,,NULL, Yes
1/31/16,6:03:00 PM,31938,9585,Male,Hispanic,8/20/08,7,No,No injuries noted or visible,No,43443,Black,Male,No,No injuries noted or visible,No,Unknown,No Arrest,4380,451,450,SOUTHWEST,D8,3913,GANNON,NULL,Ln.,3913 GANNON LN,Dallas,TX,32.653788,-96.883677,Service Call,Danger to self or others,BD - Grabbed,,,,,,,,,,NULL, Yes
1/20/16,11:51:00 AM,31642,5541,Male,White,4/1/91,25,No,No injuries noted or visible,No,43273,Black,Male,No,No injuries noted or visible,Yes,Unknown,Other Misdemeanor Arrest,4305,734,730,SOUTH CENTRAL,D3,4900,Lancaster,S,Rd.,4900 S LANCASTER RD,Dallas,TX,32.688619,-96.790639,Traffic Stop,Arrest,Weapon display at Person,,,,,,,,,,NULL, Yes
1/11/16,11:05:00 AM,31456,9417,Female,White,4/12/06,10,No,No injuries noted or visible,No,43143,Black,Male,No,No injuries noted or visible,Yes,Unknown,Evading Arrest,4172,714,710,SOUTH CENTRAL,D4,1300,Morrell,NULL,Ave.,1300 MORRELL AVE,Dallas,TX,32.739142,-96.805455,Arrest,Weapon Display,Weapon display at Person,,,,,,,,,,NULL, Yes
1/27/16,2:35:00 PM,38353,9531,Male,Hispanic,7/9/08,8,No,No injuries noted or visible,No,43395,Black,Male,No,No injuries noted or visible,Yes,Mentally unstable,Warrant/Hold,1009,632,630,NORTH CENTRAL,D11,5631,Spring Valley,NULL,Rd.,5631 SPRING VALLEY RD,Dallas,TX,32.938804,-96.808518,Warrant Execution,Arrest,Held Suspect Down,,,,,,,,,,NULL, Yes
1/22/16,5:30:00 AM," 31689, 31690",10094,Male,White,1/20/10,6,No,No injuries noted or visible,No,43307,White,Male,No,NO VISIBLE INJURIES,Yes,Alchohol,Assault/FV,1041,243,240,NORTHEAST,D10,9505,ROYAL,NULL,Ln.,9505 ROYAL LN,Dallas,TX,32.892771,-96.737397,Service Call,Arrest,BD - Grabbed,Take Down - Arm,,,,,,,,,NULL," Yes, Yes"
2/3/16,3:17:00 AM,31967,7701,Male,Hispanic,9/18/98,17,No,No injuries noted or visible,No,43461,Black,Male,Yes,"Bite, Abrasion/Scrape",Yes,Unknown,"Evading Arrest, Robbery",1007,624,620,NORTH CENTRAL,D11,15500,El Estado,NULL,Dr.,15500 EL ESTADO DR,Dallas,TX,32.960473,-96.768948,Crime in Progress,Arrest,K-9 Deployment,,,,,,,,,,NULL, Yes
1/8/16,9:00:00 PM," 31337, 31338, 31341, 31342, 31343, 31344",10087,Male,White,1/20/10,6,No,No injuries noted or visible,No,43090,White,Male,Yes,Laceration/Cut,Yes,Alchohol and unknown drugs,"Warrant/Hold, Resisting Arrest, Assault",2011,155,150,CENTRAL,D14,2101,Haskell,N,Ave.,2101 N HASKELL AVE,Dallas,TX,32.803306,-96.787896,Arrest,Arrest,Verbal Command,Joint Locks,Hand Controlled Escort,Held Suspect Down,BD - Tripped,Take Down - Arm,,,,,NULL," No, Yes, Yes, Yes, Yes, Yes"
1/23/16,7:31:00 PM," 31756, 31757, 31759",10416,Male,White,6/20/12,4,No,No injuries noted or visible,No,43335,Black,Male,Yes,Laceration/Cut,No,Alchohol and unknown drugs,No Arrest,4323,727,720,SOUTH CENTRAL,D4,1423,Montague,NULL,Ave.,1423 MONTAGUE AVE,Dallas,TX,32.687732,-96.802399,Other ( In Narrative),Danger to self or others,Verbal Command,Held Suspect Down,Leg Restraint System,,,,,,,,NULL," No, Yes, Yes"
2/5/16,5:15:00 PM," 32358, 32359, 32360",8166,Male,White,1/25/02,14,Yes,Laceration/Cut,Yes,33351,Black,Male,No,No injuries noted or visible,No,Mentally unstable,No Arrest,4173,715,710,SOUTH CENTRAL,D4,2003,High Hill,NULL,Blvd.,2003 HIGH HILL BLVD,Dallas,TX,32.735472,-96.796789,Service Call,Arrest,Verbal Command,Take Down - Arm,Held Suspect Down,,,,,,,,NULL," No, Yes, Yes"
2/18/16,3:30:00 PM," 32392, 32683, 33083",10372,Male,Black,5/9/12,4,No,No injuries noted or visible,No,0,Black,Male,Yes,OC Spray Treatment,Yes,Unknown,Other Misdemeanor Arrest,2070,133,130,CENTRAL,D2,400,RECORD,S,St.,400 S RECORD ST,Dallas,TX,32.776335,-96.806174,Off-Duty Employment,Active Aggression,OC Spray,Taser Display at Person,Verbal Command,,,,,,,,NULL," Yes, Yes, No"
1/9/16,11:45:00 PM,31400,7351,Male,Hispanic,2/1/96,20,No,No injuries noted or visible,No,0,Black,Male,No,No injuries noted or visible,No,None detected,No Arrest,1218,323,320,SOUTHEAST,D7,4800,Prairie Creek,NULL,Rd.,4600 N PRAIRIE CREEK RD,Dallas,TX,32.778236,-96.665179,Service Call,Danger to self or others,Weapon display at Person,,,,,,,,,,NULL, Yes
1/8/16,9:00:00 PM," 31349, 31351, 31353, 31366",10733,Male,Hispanic,1/29/14,2,No,No injuries noted or visible,No,43091,Black,Female,Yes,Redness/Swelling,Yes,Alchohol,"DWI, Resisting Arrest",4311,433,430,SOUTHWEST,D3,4300,Spur 408,S,Frwy.,4300 SPUR 408,Dallas,TX,32.69102,-96.937418,Arrest,Active Aggression,Verbal Command,BD - Grabbed,Joint Locks,Held Suspect Down,,,,,,,NULL," No, Yes, Yes, Yes"
2/17/16,3:40:00 AM," 32350, 32351, 32352, 32353, 32504",10624,Male,White,8/14/13,3,No,No injuries noted or visible,No,43711,Black,Male,No,No injuries noted or visible,Yes,Unknown,"Assault/FV, Drug Possession - Misdemeanor",2204,334,330,SOUTHEAST,D5,703,SUNBURST,NULL,Dr.,703 SUNBURST DR,Dallas,TX,32.723315,-96.660737,Arrest,Active Aggression,Taser Display at Person,BD - Grabbed,Hand Controlled Escort,BD - Pushed,Verbal Command,,,,,,NULL," No, Yes, Yes, Yes, No"
1/22/16,11:00:00 AM,31837,10211,Male,Black,6/9/10,6,No,No injuries noted or visible,No,43373,Black,Male,No,No injuries noted or visible,No,Unknown,No Arrest,1043,258,250,NORTHEAST,D10,9750,SKILLMAN,NULL,St.,9750 SKILLMAN ST,Dallas,TX,32.908276,-96.707166,Service Call,Detention/Frisk,Take Down - Arm,,,,,,,,,,NULL, Yes
1/24/16,7:38:00 PM," 31782, 31783",10950,Male,Black,12/3/14,1,No,No injuries noted or visible,No,43345,Hispanic,Male,Yes,"Abrasion/Scrape, Laceration/Cut",Yes,Alchohol,Public Intoxication,1192,114,110,CENTRAL,D2,216,Fitzhugh,S,Ave.,216 S FITZHUGH AVE,Dallas,TX,32.794512,-96.762937,Service Call,Arrest,BD - Tripped,Held Suspect Down,,,,,,,,,NULL," Yes, Yes"
1/14/16,8:10:00 PM," 31533, 31534, 31535, 31536",10724,Male,White,1/29/14,2,No,No injuries noted or visible,No,43194,Black,Male,No,No injuries noted or visible,Yes,None detected,"Warrant/Hold, Other Misdemeanor Arrest",2085,135,130,CENTRAL,D2,555,Lamar,S,St.,555 S LAMAR ST,Dallas,TX,32.77541,-96.80304,Suspicious Activity,Other,Verbal Command,Joint Locks,BD - Grabbed,Hand Controlled Escort,,,,,,,NULL," No, Yes, Yes, Yes"
2/18/16,8:00:00 PM," 32403, 32404, 32405",10112,Male,Hispanic,1/20/10,6,No,No injuries noted or visible,No,43742,Hispanic,Male,Yes,BLOODY MOUTH,Yes,NULL,Burglary/Habitation,4206,432,430,SOUTHWEST,D3,4230,ILLINOIS,W,Ave.,4230 W ILLINOIS AVE,Dallas,TX,32.720302,-96.889748,Call for Cover,Active Aggression,Hand/Arm/Elbow Strike,BD - Grabbed,Verbal Command,,,,,,,,NULL," Yes, Yes, Yes"
1/1/16,2:50:00 PM,32149,7583,Male,Black,12/3/97,18,No,No injuries noted or visible,No,37379,Black,Male,No,No injuries noted or visible,Yes,Unknown Drugs,"Evading Arrest, Theft",4347,743,740,SOUTH CENTRAL,D4,200,Short,NULL,Blvd.,200 SHORT BLVD,Dallas,TX,32.685839,-96.824371,Off-Duty Employment,Active Aggression,OC Spray,,,,,,,,,,NULL, No
1/7/16,9:15:00 AM,34728,9749,Male,Other,2/4/09,7,No,No injuries noted or visible,No,43062,White,Male,No,No injuries noted or visible,Yes,Mentally unstable,Assault/Public Servant,2060,131,130,CENTRAL,D14,700,Elm,NULL,St.,700 ELM ST,Dallas,TX,32.779983,-96.806137,Arrest,Active Aggression,Verbal Command,,,,,,,,,,NULL, No
1/31/16,7:15:00 PM,32017,9949,Male,Hispanic,8/19/09,6,No,No injuries noted or visible,No,43451,White,Male,No,No injuries noted or visible,Yes,NULL,Crim Trespass/Bldg/Prop,1024,641,640,NORTH CENTRAL,D13,5717,FOREST,NULL,Ln.,5717 FOREST LN,Dallas,TX,32.90955,-96.809894,Arrest,Weapon Display,Weapon display at Person,,,,,,,,,,NULL, Yes
